sku,name,currentFamily,correctedFamily,correctedRole,correctedCategory,confidence,reason
"FOCUS-180A","4K Autofocus AI Webcam w/ Auto Framing & Presenter Tracking","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"FOCUS-200","Zoom-Certified 4K Webcam | WyreStorm FOCUS 200 Ultra HD Wide-Angle","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"FOCUS-200-PRO","4K Wide Angle Webcam - High-Quality Video for Streaming","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"FOCUS-210","AI webcam - 4K Ultra-Wide Angle Webcam | WyreStorm","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-30","Halo 30 Professional USB Conference Speakerphone | WyreStorm","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-60","USB Bluetooth Speakerphone by Wyrestom","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-80","Plug and Play Portable USB and Bluetooth Conference Speakerphone - WyreStorm","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-90","WyreStorm Halo 90 USB-C Docking Conference Speakerphone","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-COM-MIC","Add-On Microphone for Halo Video Bar - WyreStorm","Unified Comms","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-VX10-V1","WyreStorm Video Bar w/ 4K Camera, Stereo Speaker & Mic","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-WFA-130","1080P HD Webcam - Business USB Webcam w/ Mic | WyreStorm FOCUS 100 Webcam","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"HALO-WFA-290","1080P HD Webcam - Business USB Webcam w/ Mic | WyreStorm FOCUS 100 Webcam","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"IDB-200-XX","Compact In-Desk Connectivity with Power - WyreStorm","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"IDB-400-MS","Flip Up In-Desk Connectivity with Power - WyreStorm","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"IDB-400-MS-C","Flip Up In-Desk Connectivity with Power - WyreStorm","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"IDB-400-NA","Flip Up In-Desk Connectivity with Power - WyreStorm","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"M4250-GSM4212PX-10P","Netgear Pre-configured 1GbE 10-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm","NetworkHD AVoIP","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"M4250-GSM4230PX-26P","Netgear Pre-configured 1GbE 26-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm","NetworkHD AVoIP","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"M4250-GSM4248PX-40P","Netgear Pre-configured 1GbE 48-port Switch with 1G/10G Uplinks for use with NetworkHD 100, 400 & 500 Series - WyreStorm","NetworkHD AVoIP","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"M4300-XSM4316PA-16X","Netgear Pre-configured 10GbE 16-port Switch for use with NetworkHD 600 Series - WyreStorm","NetworkHD AVoIP","NetworkHD","AV-over-IP product","AV-over-IP","high","NHD / NetworkHD naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"M4300-XSM4324CS-24X","Netgear Pre-configured 10GbE 24-port Switch for use with NetworkHD 600 Series - WyreStorm","NetworkHD AVoIP","NetworkHD","AV-over-IP product","AV-over-IP","high","NHD / NetworkHD naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0402-MST","Video Conferencing Equipment for Seamless Communication","Presentation / Room Core","Presentation Switcher","Room core / presentation switcher","Presentation switching","high","MST presentation switcher naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0403-H3-MST","4x3 Multi-Input Conference Room Switcher with Advanced USB-C Integration & HDBT 3.0 Output - WyreStorm","Presentation / Room Core","Presentation Switcher","Room core / presentation switcher","Presentation switching","high","MST presentation switcher naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0404-HDBT-H2A-KIT","4K 4x4 HDBaseT Matrix with Receivers - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0404-HDMI","WyreStorm MX-0404-HDMI 4×4 4K Matrix Switcher – 18Gbps HDMI","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0404-KIT","4K 4x4 HDBaseT Matrix with Receiver - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0404-SCL","WyreStorm MX-0404-SCL 4x4 Seamless 4K60 HDMI Matrix Switcher with Scaling","Matrix Switcher","Seamless Matrix","Seamless scaling matrix switcher","Matrix switching / multiview","high","SCL matrix SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0804-EDC","WyreStorm MX-0804-EDC 8x4 Seamless Matrix Switch with USB-C & Dante","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0808-H2A-MK2","8x8 HDMI Matrix – Seamless Video Switching for Multiple Displays","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0808-KIT-V2","8x8 4K UHD HDBaseT Matrix Kit - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0808-SCL","4K60 8x8 Seamless Scaling HDMI Matrix with USB-C Support - WyreStorm","Matrix Switcher","Seamless Matrix","Seamless scaling matrix switcher","Matrix switching / multiview","high","SCL matrix SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0808-SCL-V2","4K60 8x8 Seamless Scaling HDMI Matrix with USB-C Support v2 - WyreStorm","Matrix Switcher","Seamless Matrix","Seamless scaling matrix switcher","Matrix switching / multiview","high","SCL matrix SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-0812-SCL","4K60 8x12 Advanced Seamless Scaling HDMI Matrix - WyreStorm","Matrix Switcher","Seamless Matrix","Seamless scaling matrix switcher","Matrix switching / multiview","high","SCL matrix SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-1007-HYB","WyreStorm MX-1007-HYB 10×7 4K Hybrid Matrix Switcher","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-1010-H2XC","10 Slot 18Gbps 4K HDR Modular Matrix Switch Chassis - WyreStorm","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-1616-H2XC","16 Slot 18Gbps 4K HDR Modular Matrix Switch Chassis - WyreStorm","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MX-1616-SCL","Advanced 16x16 Seamless Scaling Matrix Chassis - WyreStorm","Matrix Switcher","Seamless Matrix","Seamless scaling matrix switcher","Matrix switching / multiview","high","SCL matrix SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0404-H2A-KIT-V2","4K60 4x4 HDBaseT Matrix with Receivers - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0408-H2A","4K60 4x8 HDBaseT Matrix - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0408-H2A-KIT","4K60 4x8 HDBaseT Matrix with 6x Receivers - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0606-H2A-V2","4K HDR 4:4:4 60Hz HDBaseT 6x6 Matrix Switch with 6x Toslink Zone Audio De-Embed and 4 Mirrored HDMI Outputs (4K: 35m/115ft, 1080p: 70m/230ft) - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0606-H2A-V3","4K60 6x6 HDBaseT Matrix - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2A-70-V2","4K HDR 4:4:4 60Hz HDBaseT 8x8 Matrix Switch with Zone Audio De-Embed and 4 Mirrored HDMI Outputs (4K: 70m/230ft, 1080p: 100m/328ft) - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2A-70-V3","70m 4K60 8x8 HDBaseT Matrix - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2A-KIT","4K60 8x8 HDBaseT Matrix Kit with 8x Receivers - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2A-V2","4K HDR 4:4:4 60Hz HDBaseT 8x8 Matrix Switch with Assignable Audio De-Embed and 4 mirrored HDMI outputs (4K 35m/114ft, 1080p 70m/230ft) - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2A-V3","4K60 8x8 HDBaseT Matrix - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"MXV-0808-H2L","8x8 4K60 'Lite' HDBaseT Matrix - WyreStorm","Matrix Switcher","HDBaseT Matrix","HDBaseT matrix switcher","Matrix switching","high","Matrix product with HDBaseT naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-000-CTL","Controller for NetworkHD Systems - WyreStorm","NetworkHD AVoIP","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-000-RACK3","7U/8 Slot Rack Mount for NetworkHD 600 TX/RX - WyreStorm","Accessory","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-000-RACK4","6U/12 Slot Rack Mount for NetworkHD 100/250/400/500/600 Series - WyreStorm","Accessory","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-0401-MV","NetworkHD 4-Input 4K60 Multiview Switcher - WyreStorm","NetworkHD AVoIP","NetworkHD 500","NetworkHD accessory / control","AV-over-IP processing","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-110-RX","1080p HD Low Bandwidth AV over IP Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-110-RX-S","1080p HD Low Bandwidth AV over IP Decoder with Sealoc Protection - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-110-TX","1080p HD Low Bandwidth AV over IP Encoder - WyreStorm","NetworkHD AVoIP","NetworkHD 100","AV-over-IP endpoint","AV-over-IP","high","NHD-1xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-120-IW-TX","NetworkHD 100 Series 4K30 4:2:0 H.265/H.265 In-Wall Encoder - WyreStorm","NetworkHD AVoIP","NetworkHD 100","AV-over-IP endpoint","AV-over-IP","high","NHD-1xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-120-RX","NetworkHD 120 Series 4K30 4:2:0 Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-120-RX-S","NetworkHD 120 Series 4K30 4:2:0 Decoder with Sealoc Protection - WyreStorm","NetworkHD AVoIP","NetworkHD 100","AV-over-IP endpoint","AV-over-IP","high","NHD-1xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-120-TX","WyreStorm NHD-120-TX 4K AV over IP Encoder with H.264/H.265","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-124-TX","NetworkHD 100 Series 4K AV over IP Quad Encoder - WyreStorm","NetworkHD AVoIP","NetworkHD 100","AV-over-IP endpoint","AV-over-IP","high","NHD-1xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-128-NDI-TRX","WyreStorm NHD-128-NDI-TRX 4K30 NDI to AV over IP Gateway","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-140-RACK-1U","1U/2 Slot Rack Mount for NetworkHD NHD-140-TX - WyreStorm","Accessory","NetworkHD 100","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-150-RX","NetworkHD 100 Series 4K60 4:2:0 MultiView Processor - WyreStorm","NetworkHD AVoIP","NetworkHD 100","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-250-RX","NetworkHD 200 Series AV over IP H.264 MultiView Processor - WyreStorm","NetworkHD AVoIP","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-300-TX","NetworkHD 300 Series 1080p AV over IP H.264 Open Standards Encoder - WyreStorm","NetworkHD AVoIP","NetworkHD","AV-over-IP product","AV-over-IP","high","NHD / NetworkHD naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-DNT-TX","NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder with Dante - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-E-RX","NetworkHD 400 Series 4K AV over IP JPEG 2000 Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-E-TX","NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-RX","4K AV Over IP - NetworkHD™ 400 Series| WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-TX","NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-400-TX-IW","NetworkHD 400 Series In-Wall 4K AV over IP JPEG 2000 Encoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500","NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-DNT-TX","NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder with Dante Audio - WyreStorm","NetworkHD AVoIP","NetworkHD 500","AV-over-IP endpoint","AV-over-IP","high","NHD-5xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-E","NetworkHD 500 Series Lite 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm","NetworkHD AVoIP","NetworkHD 500","AV-over-IP endpoint","AV-over-IP","high","NHD-5xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-IW-TX","NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm","NetworkHD AVoIP","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-IW-TX-V2","NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm","NetworkHD AVoIP","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-T","NetworkHD 500 Series 4K60 4:4:4 JPEG2000 TAA Compliant Encoder & Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-500-TXRX-V2","WyreStorm NHD-500-TX/RX V2 4K60 Encoder & Decoder with JPEG2000","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-510-TX","WyreStorm NHD-510-TX 4K60 JPEG2000 AV over IP Encoder with USB-C","NetworkHD AVoIP","NetworkHD 500","AV-over-IP endpoint","AV-over-IP","high","NHD-5xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-600-E-TXRX","WyreStorm NHD-600-E-TX/RX 4K60 SDVoE AV over IP Encoder & Decoder","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-600-RX","NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Decoder - WyreStorm","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-600-TRX","NetworkHD 600 Series 4K60 4:4:4 10GbE SDVoE Transceiver - WyreStorm","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-600-TRXF","NetworkHD 600 Series 4K60 4:4:4 10Gb SDVoE Fiber Transceiver - WyreStorm","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-600-TX","NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Encoder - WyreStorm","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-610","NetworkHD 610 Series 4K60 10GbE SDVoE Encoder & Decoder - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-610-TX-V2","WyreStorm NHD-610-TX V2 4K60 SDVoE AV over IP Encoder with Dante","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-CTL-PRO","Pro Controller for NetworkHD - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-CTL-PRO-T","Pro Controller for NetworkHD Series TAA Compliant - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-CTL-PRO-V2","Pro Controller for NetworkHD Series - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-RACK-1U","1U/2 Slot Rack Mount for NetworkHD 100/500/600 Series - WyreStorm","Accessory","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-RACK4-BLK","Accessory for the NHD-000-RACK4 6U/12 Slot Rack Mount - WyreStorm","Accessory","NetworkHD","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-TOUCH","Touchscreen Control for NetworkHD 100, 400, 500 & 600 Series - WyreStorm","NetworkHD AVoIP","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-TOUCHPLUS","Touchscreen control application for NetworkHD 110 Series - WyreStorm","Audio / Control","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"NHD-USB-TRX","USB 2.0 Over IP Transceiver - WyreStorm","NetworkHD AVoIP","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
