"Selector","Occurrences","Files"
".wingman-page-host .wm-page-description","2","src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host p","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-shell::before","2","src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-rail-card","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-project-icon svg","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-project-icon","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
"html[data-wingman-route=""dashboard""]","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wingman-app-main","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wingman-shell","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] body","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
".bg-gray-50","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""products""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""discovery""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-step[aria-current=""step""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""compare""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""response""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""documents""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"[data-wm-accent=""projects""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-tab[aria-selected=""true""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".button-primary","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-btn-primary","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host :where(.wm-button","2","src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host :where(input","2","src\wingman2\styles\wingman-reference-theme.css"
".wm-step.active","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-step","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-textarea)","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""discovery""] .wm-discovery-summary-card","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-completion-card span","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-completion-card strong","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-trail-topline","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".wm-generated-schematic-panel__actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-generated-schematic-panel__header","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""discovery""] .wm-discovery-trail-topline button","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-eyebrow","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".wm-ui-button-secondary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ui-button-primary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ui-copy","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ui-button-forward","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""discovery""] .wm-discovery-capture-hero h1","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"main.wm-templates-page .wm-template-direction","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-actions.wm-ui-action-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-generated-schematic-summary","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell section.wm-dashboard-projects-section .wm-dashboard-project-card *","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell section.wm-dashboard-projects-section .wm-dashboard-card-link","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell section.wm-dashboard-projects-section .wm-ui-title","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell section.wm-dashboard-projects-section .wm-dashboard-project-grid","2","src\wingman2\styles\wingman-style-stack.css"
".compare-native-section-title","2","src\wingman2\styles\wingman-style-stack.css"
".compare-native-results","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host :is( .wm-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell section.wm-dashboard-projects-section .wm-ui-kicker","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell .wm-dashboard-rail .wm-ui-kicker","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell .wm-dashboard-projects-section::after","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell .wm-dashboard-projects-section::before","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-rail .wm-ui-kicker","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell .wm-dashboard-projects-section .wm-dashboard-card-link","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell .wm-dashboard-projects-section .wm-ui-title","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-projects-section .wm-dashboard-section-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ui-kicker","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-summary-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-wide-grid textarea","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-wide-grid select","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-bottom-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-solution-actions span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-solution-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-solution-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-wide-grid input","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-actions button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-summary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-actions a","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-seed-grid input","2","src\wingman2\styles\wingman-style-stack.css"
".wm-templates-page .wm-template-results-header p","2","src\wingman2\styles\wingman-style-stack.css"
"@media (max-width: 1450px)","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-solution-actions button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-card[data-template-staged=""true""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-grid h2","2","src\wingman2\styles\wingman-style-stack.css"
"[data-template-staged=""true""].wm-template-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ui-page","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-card[data-template-staged=""true""] [data-template-build-pack=""true""]","2","src\wingman2\styles\wingman-style-stack.css"
"[data-template-staged=""true""].wm-template-card [data-template-staged-pill=""true""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-table th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-bom-section th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-bom-section","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-pack-grid button","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-template-builder-active [data-wingman-page=""discovery""] .wm-template-solution-builder [aria-label*=""Discovery""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-table","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-proposal-grid > article","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host [class*=""card-header""]","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-action-button","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-action-button","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-rail-copy","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-main","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-resume-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-resume-card","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-rail-copy","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-warning","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-empty","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-rail-copy)","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-rail-title","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-rail-title","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-brand","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-section","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-card-title","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-card-title","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-project-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-card-copy","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-next-step","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-next-step","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-card-copy","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-destination-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-projects-section > .wm-dashboard-section-head","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-section-head","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-section","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-section-head","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-project-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wm-dashboard-destination-card","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-projects-section > .wm-dashboard-section-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-pager-button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-templates-page .wm-template-hero .wm-page-title","2","src\wingman2\styles\wingman-style-stack.css"
"strong)","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host textarea","2","src\wingman2\styles\wingman-style-stack.css"
".wm-templates-page .wm-section.wm-template-card-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-needs-review","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-draft","2","src\wingman2\styles\wingman-style-stack.css"
"@media (min-width: 1200px)","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host select","2","src\wingman2\styles\wingman-style-stack.css"
".compare-native-more","2","src\wingman2\styles\wingman-style-stack.css"
".compare-native-reset","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host [class*=""section-title""]","2","src\wingman2\styles\wingman-style-stack.css"
".compare-native-secondary-action","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host input","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host a[role=""button""]","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-approved","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-page","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sh-page","2","src\wingman2\styles\wingman-style-stack.css"
".wm-av-flow-shell[data-wingman-optional-visual-support=""true""] .wm-av-flow-arrow","2","src\wingman2\styles\wingman-style-stack.css"
"[data-wingman-page=""projects""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-chip","2","src\wingman2\styles\wingman-style-stack.css"
"[data-wingman-request-decoder=""true""]","2","src\wingman2\styles\wingman-style-stack.css"
"[data-wingman-template-detail-page=""true""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-av-flow-shell[data-wingman-optional-visual-support=""true""] .wm-av-flow-step","2","src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-product-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-support-landing__body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-rejected","2","src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-reasons","2","src\wingman2\styles\wingman-style-stack.css"
".wm-av-flow-shell[data-wingman-optional-visual-support=""true""] .wm-av-flow-track","2","src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-editor-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-suppressed","2","src\wingman2\styles\wingman-style-stack.css"
"main[data-wingman-page=""settings""] .wingman-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-route-glossary .wm-glossary-page .wm-glossary-toolbar button span:last-child","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""glossary""] .wm-glossary-page section[aria-label*=""Glossary""] button span:last-child","2","src\wingman2\styles\wingman-style-stack.css"
"main[data-wingman-page=""settings""] .wm-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-page-title)","2","src\wingman2\styles\wingman-style-stack.css"
".wm-vs-header-card ) :is(h1","2","src\wingman2\styles\wingman-style-stack.css"
".wm-vs-header-card )","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""glossary""] .wm-glossary-page .wm-glossary-toolbar button span:last-child","2","src\wingman2\styles\wingman-style-stack.css"
"main[data-wingman-page=""home""] .wm-page-hero h1","2","src\wingman2\styles\wingman-style-stack.css"
".wm-navhub-dashboard .wm-navhub-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-navhub-card small","2","src\wingman2\styles\wingman-style-stack.css"
"main[data-wingman-home=""true""] .wm-page-hero h1","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""glossary""] .wm-glossary-page section[aria-label*=""Glossary""] button span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-home-page .wm-page-hero p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-home-page .wm-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
".bg-cyan-50","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-context-strip","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-product-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-eyebrow","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-screen-fit] .wm-pcc-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-secondary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-media-slot figcaption small","2","src\wingman2\styles\wingman-style-stack.css"
".bg-cyan-100)","2","src\wingman2\styles\wingman-style-stack.css"
".bg-emerald-100","2","src\wingman2\styles\wingman-style-stack.css"
".bg-sky-100","2","src\wingman2\styles\wingman-style-stack.css"
".text-sky-950","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-media-grid","2","src\wingman2\styles\wingman-style-stack.css"
".text-cyan-900)","2","src\wingman2\styles\wingman-style-stack.css"
".text-emerald-800","2","src\wingman2\styles\wingman-style-stack.css"
".wm-navhub-card strong","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-coverage-grid div","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-search input","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-term-list small","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-related","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-definition-grid strong","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reality-panel strong","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-detail-head h2","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-term-list strong","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-term-list","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-detail-head span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-results-head span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-template-list button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-category-row button.is-active","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-term-list button.is-active","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-preview-head button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-search svg","2","src\wingman2\styles\wingman-style-stack.css"
".wm20-eyebrow","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""glossary""] .wm-glossary-workspace","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""visualDesign""] .wm-diagram-studio-shell","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-card:hover","2","src\wingman2\styles\wingman-style-stack.css"
".wm-navhub-eyebrow","2","src\wingman2\styles\wingman-style-stack.css"
".wm-navhub-secondary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-library-page .wm-template-card-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-alias-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reference","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-category-row button span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-category-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reference table","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reference tbody td","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reference tbody th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reference thead th","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-card","2","src\wingman2\styles\wingman-style-stack.css"
":where( .wm-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wingman-page-host .wm-sh-card-grid > .wm-sh-choice-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-choice-card:focus-visible","2","src\wingman2\styles\wingman-style-stack.css"
".wm-hero","2","src\wingman2\styles\wingman-style-stack.css"
".product-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
".products-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-choice-card:hover","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-page-hero p","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""proposal""] .wm-coach-visuals > *","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-section-head p","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-section-head h2","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-page-step strong","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""salesHelper""] .wm-sh-page-step span","2","src\wingman2\styles\wingman-style-stack.css"
".discovery-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pill-nav","2","src\wingman2\styles\wingman-style-stack.css"
".wm-hero-pill-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-hero-pills","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pill-strip","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-card-top","2","src\wingman2\styles\wingman-style-stack.css"
".wm-tab-pills","2","src\wingman2\styles\wingman-style-stack.css"
".wm-chip-nav","2","src\wingman2\styles\wingman-style-stack.css"
".wm-shortcut-pills","2","src\wingman2\styles\wingman-style-stack.css"
".response-pack-native-hero ) > :where( .wm-info-pills","2","src\wingman2\styles\wingman-style-stack.css"
".templates-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
".documents-native-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wm-info-pill-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-page-shortcuts","2","src\wingman2\styles\wingman-style-stack.css"
".wm-page-pill-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-page-pills","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""proposal""] .wm-coach-panel","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-focus-panel","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-section-tab span","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-section-tab strong","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-response-copy","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-trail-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-capture-page","2","src\wingman2\styles\wingman-style-stack.css"
"@media (max-width: 1500px)","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-gallery-label","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-list-card","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-results-panel","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-results","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview h2","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-gallery-title","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-visual-studio-button","2","src\wingman2\styles\wingman-style-stack.css"
"body .wm-pcc-preview .wm-pcc-gallery-tile","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-question-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-rule-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-page .wingman-section-help > summary::after","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-page .wingman-section-help > summary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-rule-badge","2","src\wingman2\styles\wingman-style-stack.css"
"@media (min-width: 1180px)","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".wm-product-family-rule-body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-rule-label","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-page .wingman-section-card-title-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-completion-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-muted-note","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-summary-grid p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-question-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-page .wingman-section-card-header","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""visualStudio""] .wm-vs-schematic-footer","2","src\wingman2\styles\wingman-style-stack.css"
".wm-discovery-summary-grid","2","src\wingman2\styles\wingman-style-stack.css"
