"Path","Extension","Lines","KB"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareCandidateGateTaxonomy.test.ts",".ts","136","4.61"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104535\IngestPage.multiSku.test.tsx",".tsx","136","6.5"
"tools\browser-smoke-check.mjs",".mjs","136","5.62"
".wingman-work\backups\20260811-125346\src\wingman2\data\competitorSourceFeeds.ts",".ts","136","5.03"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareCandidateGateTaxonomy.test.ts",".ts","136","4.61"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\diagramMermaid.ts",".ts","134","4.01"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsSetupPage.tsx",".tsx","134","3.93"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\repair-remaining-text-hygiene.mjs",".mjs","133","7.03"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installDiscoveryProportionTuning.ts",".ts","133","4.53"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\repair-duplicate-jsx-classnames.mjs",".mjs","132","3.41"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareEligibilityEngine.test.ts",".ts","132","5.24"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\repair-duplicate-jsx-classnames.mjs",".mjs","132","3.41"
"tools\repair-duplicate-jsx-classnames.mjs",".mjs","132","3.42"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\wingmanDayContext.ts",".ts","132","4.21"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\repair-duplicate-jsx-classnames.mjs",".mjs","132","3.41"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\routeCatalog.ts",".ts","130","3.27"
"tools\check-orphaned-modules.mjs",".mjs","130","5.31"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareStartWorkflowCleanup.tsx",".tsx","130","3.68"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ProductMediaPanel.tsx",".tsx","129","3.5"
"tools\check-retired-wingman-features.mjs",".mjs","128","4.9"
"src\wingman2\lib\templatesCardExpansion.ts",".ts","128","3.43"
".wingman-work\backups\20260811-125346\src\wingman2\lib\templatesCardExpansion.ts",".ts","128","3.43"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\salesConversationTone.ts",".ts","128","3.93"
".wingman-work\backups\20260811-125821\src\wingman2\lib\templatesCardExpansion.ts",".ts","128","3.43"
".wingman-work\backups\20260811-125215\src\wingman2\lib\templatesCardExpansion.ts",".ts","128","3.43"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\pages\productCallCards\ProductCallCardsSetupPage.tsx",".tsx","127","4.62"
".wingman-work\backups\20260811-125346\src\wingman2\lib\runtimeTelemetry.ts",".ts","127","4.49"
"src\wingman2\lib\runtimeTelemetry.ts",".ts","127","4.49"
"tools\check-hdbaset-avoip-classification.mjs",".mjs","127","3.68"
"tools\check-compare-trust-layer.mjs",".mjs","127","3.89"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_style_audit_fix_20260630-073901\tools\audit-wingman-style-drift.mjs",".mjs","127","4.73"
"src\wingman2\lib\schematic\schematicTypes.ts",".ts","127","2.49"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\schematicTypes.ts",".ts","127","2.49"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\schematicTypes.ts",".ts","127","2.49"
".wingman-work\backups\20260811-125215\src\wingman2\lib\runtimeTelemetry.ts",".ts","127","4.49"
".wingman-work\backups\20260811-125821\src\wingman2\lib\runtimeTelemetry.ts",".ts","127","4.49"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\schematicTypes.ts",".ts","127","2.49"
"tools\check-compare-source-repair.mjs",".mjs","126","2.99"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\VisualDesignStudioPage.tsx",".tsx","126","4.51"
".wingman-work\backups\20260811-125215\src\wingman2\data\avGlossary.test.ts",".ts","125","4.9"
"src\wingman2\data\avGlossary.test.ts",".ts","125","4.9"
".wingman-work\backups\20260811-125821\src\wingman2\data\avGlossary.test.ts",".ts","125","4.9"
".wingman-work\backups\20260811-125346\src\wingman2\data\avGlossary.test.ts",".ts","125","4.9"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\SalesWorkflowBridge.tsx",".tsx","125","3.54"
"tools\check-compare-output-scenarios.mjs",".mjs","124","3.42"
".wingman-work\backups\20260811-125821\src\wingman2\api\csrf.ts",".ts","124","3.63"
".wingman-work\backups\20260811-125346\src\wingman2\api\csrf.ts",".ts","124","3.63"
".wingman-work\backups\20260811-125215\src\wingman2\api\csrf.ts",".ts","124","3.63"
"src\wingman2\api\csrf.ts",".ts","124","3.63"
"tools\check-sales-facing-language.mjs",".mjs","123","3"
".wingman-backups\dashboard-guru-20260712-092537\tools\repair-dashboard-style-drift.mjs",".mjs","123","4.46"
"tools\check-classification-consistency.mjs",".mjs","121","4.97"
"src\wingman2\components\RoomSchematicDiagram.tsx",".tsx","121","3.92"
".wingman-work\backups\20260811-125215\src\wingman2\components\RoomSchematicDiagram.tsx",".tsx","121","3.92"
".wingman-work\backups\20260811-125346\src\wingman2\components\RoomSchematicDiagram.tsx",".tsx","121","3.92"
"server\security\csrf.mjs",".mjs","121","3.94"
".wingman-work\backups\20260811-125821\src\wingman2\components\RoomSchematicDiagram.tsx",".tsx","121","3.92"
".wingman-work\backups\20260811-125215\src\components\ErrorBoundary.tsx",".tsx","120","3.98"
"src\components\ErrorBoundary.tsx",".tsx","120","3.98"
"src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.test.ts",".ts","120","5.34"
".wingman-work\backups\20260811-125821\src\components\ErrorBoundary.tsx",".tsx","120","3.98"
".wingman-work\backups\20260811-125346\src\components\ErrorBoundary.tsx",".tsx","120","3.98"
"src\wingman2\lib\productCheatSheet.test.tsx",".tsx","120","4.97"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCheatSheet.test.tsx",".tsx","120","4.97"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\routes\agents.mjs",".mjs","120","3.91"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.test.ts",".ts","120","5.34"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.test.ts",".ts","120","5.34"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCheatSheet.test.tsx",".tsx","120","4.97"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_fixture_import_fix_20260706-120006\multiSkuCompetitorIngest.test.ts",".ts","120","5.3"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.test.ts",".ts","120","5.34"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCheatSheet.test.tsx",".tsx","120","4.97"
"src\wingman2\data\wingmanProfile.ts",".ts","119","3.02"
".wingman-work\backups\20260811-125215\src\wingman2\data\wingmanProfile.ts",".ts","119","3.02"
".wingman-work\backups\20260811-125821\src\wingman2\data\wingmanProfile.ts",".ts","119","3.02"
".wingman-work\backups\20260811-125346\src\wingman2\data\wingmanProfile.ts",".ts","119","3.02"
"tools\audit-compare-candidate-gate.mjs",".mjs","118","4.08"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\CompareProofTable.tsx",".tsx","116","3.86"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\CompareProofTable.tsx",".tsx","116","3.86"
"src\wingman2\components\compare\CompareProofTable.tsx",".tsx","116","3.86"
"tools\check-room-template-sku-lifecycle.mjs",".mjs","116","5.1"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.tsx",".tsx","116","3.22"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.tsx",".tsx","116","3.22"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.tsx",".tsx","116","3.22"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareHeaderStageCleanup.tsx",".tsx","116","3.55"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\CompareProofTable.tsx",".tsx","116","3.86"
"src\wingman2\pages\ComparePageNew.tsx",".tsx","116","3.22"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx",".tsx","116","3.85"
"tools\check-product-positioning-cards.mjs",".mjs","115","3.62"
".wingman-work\backups\20260811-125346\src\__tests__\productFamilyRangeLinks.test.tsx",".tsx","114","3.87"
".wingman-work\backups\20260811-125821\src\__tests__\productFamilyRangeLinks.test.tsx",".tsx","114","3.87"
"src\__tests__\productFamilyRangeLinks.test.tsx",".tsx","114","3.87"
".wingman-work\backups\20260811-125215\src\__tests__\productFamilyRangeLinks.test.tsx",".tsx","114","3.87"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\VisualStudioCanvas.tsx",".tsx","113","3.12"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_submit_20260704-205931\src\wingman2\lib\compareNoEquivalentSubmission.ts",".ts","113","3.45"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\VisualStudioPage.tsx",".tsx","112","3.47"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanFormFieldIdentityGuard.ts",".ts","112","3.47"
"archive\_wingman_backup_fix_compare_reset_blank_page_20260613-212847\src\wingman2\components\compare\CompareResetButton.tsx",".tsx","112","3.38"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx",".tsx","111","3.37"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioPrintLayout.ts",".ts","110","3.35"
".wingman-work\backups\20260811-125821\src\wingman2\components\TemplateSchematic.tsx",".tsx","110","4.96"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioPrintLayout.ts",".ts","110","3.35"
"eslint.config.js",".js","110","2.8"
"src\wingman2\lib\visualStudioPrintLayout.ts",".ts","110","3.35"
"tools\check-compare-battle-card-alignment.mjs",".mjs","110","4.11"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioPrintLayout.ts",".ts","110","3.35"
"src\wingman2\components\TemplateSchematic.tsx",".tsx","110","4.96"
".wingman-work\backups\20260811-125215\src\wingman2\components\TemplateSchematic.tsx",".tsx","110","4.96"
".wingman-work\backups\20260811-125346\src\wingman2\components\TemplateSchematic.tsx",".tsx","110","4.96"
"tools\promote-product-source-incoming.mjs",".mjs","109","4.18"
"tools\check-dashboard-reference-layout.mjs",".mjs","109","3.08"
"tools\check-compare-decision-workflow.mjs",".mjs","109","3.89"
"src\wingman2\pages\ProjectDetailPage.test.tsx",".tsx","108","4"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.test.tsx",".tsx","108","4"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.test.tsx",".tsx","108","4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\DiagramPreviewPanel.tsx",".tsx","108","2.6"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.test.tsx",".tsx","108","4"
".claude\settings.local.json",".json","108","8.02"
"tools\check-wingman-migration-parity.mjs",".mjs","108","3.76"
"archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeAdapter.test.ts",".ts","107","2.72"
"archive\_wingman_backup_compare_test_expectation_20260614-073937\compareEngineRuntimeAdapter.test.ts",".ts","107","2.72"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\api\csrf.ts",".ts","107","3.39"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\videowallHeroDensity.ts",".ts","107","3.42"
"tools\archive-wingman-stale-data.mjs",".mjs","107","3.23"
".wingman-work\backups\20260811-125346\src\__tests__\productStoryLayer.test.ts",".ts","106","4.66"
".wingman-work\backups\20260811-125215\src\wingman2\pages\TemplatesPage.tsx",".tsx","106","14.45"
".wingman-work\backups\20260811-125346\src\wingman2\lib\systemDependencies.ts",".ts","106","4.58"
".wingman-work\backups\20260811-125215\src\__tests__\productStoryLayer.test.ts",".ts","106","4.66"
"src\wingman2\lib\systemDependencies.ts",".ts","106","4.58"
".wingman-work\backups\20260811-125346\src\wingman2\pages\TemplatesPage.tsx",".tsx","106","14.45"
".wingman-work\backups\20260811-125821\src\wingman2\pages\TemplatesPage.tsx",".tsx","106","14.45"
"src\wingman2\pages\TemplatesPage.tsx",".tsx","106","14.45"
"archive\_wingman_backup_compare_test_expectation_20260614-073839\compareEngineRuntimeAdapter.test.ts",".ts","106","2.65"
".wingman-work\backups\20260811-125821\src\wingman2\lib\systemDependencies.ts",".ts","106","4.58"
"src\__tests__\productStoryLayer.test.ts",".ts","106","4.66"
".wingman-work\backups\20260811-125821\src\__tests__\productStoryLayer.test.ts",".ts","106","4.66"
".wingman-work\backups\20260811-125215\src\wingman2\lib\systemDependencies.ts",".ts","106","4.58"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\check-finder-density.mjs",".mjs","105","2.39"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\check-finder-density.mjs",".mjs","105","2.39"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\check-finder-density.mjs",".mjs","105","2.39"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\visualStudioDiagramFactory.ts",".ts","104","2.46"
"tools\check-documentation-contract.mjs",".mjs","104","3.9"
"src\__tests__\finderDiscoveryResults.test.tsx",".tsx","103","4.4"
"src\wingman2\lib\solutionTemplates.ts",".ts","103","8.04"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProductWorkspaceChrome.tsx",".tsx","103","2.74"
".wingman-work\backups\20260811-125346\src\__tests__\finderDiscoveryResults.test.tsx",".tsx","103","4.4"
"src\wingman2\components\ProductWorkspaceChrome.tsx",".tsx","103","2.74"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProductWorkspaceChrome.tsx",".tsx","103","2.74"
".wingman-work\backups\20260811-125346\src\wingman2\lib\solutionTemplates.ts",".ts","103","8.04"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProductWorkspaceChrome.tsx",".tsx","103","2.74"
".wingman-work\backups\20260811-125215\src\wingman2\lib\solutionTemplates.ts",".ts","103","8.04"
".wingman-work\backups\20260811-125821\src\wingman2\lib\solutionTemplates.ts",".ts","103","8.04"
".wingman-work\backups\20260811-125821\src\__tests__\finderDiscoveryResults.test.tsx",".tsx","103","4.4"
".wingman-work\backups\20260811-125215\src\__tests__\finderDiscoveryResults.test.tsx",".tsx","103","4.4"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx",".tsx","103","3.52"
"tools\check-compare-page-candidate-gate.mjs",".mjs","103","2.91"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.51"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanPerformanceGuards.ts",".ts","102","2.93"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".tsx","102","3.37"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.51"
".wingman-work\backups\20260811-125821\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.52"
"src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".tsx","102","3.37"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".tsx","102","3.37"
"src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.52"
".wingman-work\backups\20260811-125215\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.52"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.51"
".wingman-work\backups\20260811-125346\src\__tests__\productFamilyScoreSurfacing.test.ts",".ts","102","3.52"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".tsx","102","3.37"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\productMatching\text.ts",".ts","101","4.01"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\domain\productMatching\text.ts",".ts","101","4.01"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx",".tsx","101","3.5"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormCapabilityProfiles.ts",".ts","101","4.27"
